target_bundle,scope_type,scope,method,records,scored_tokens,correct_tokens,token_accuracy,exact_records,exact_record_rate,tie_positions,projected_correct_tokens,a1_correct_tokens,token_delta,projected_accuracy,a1_accuracy,gain_tokens,regression_tokens,both_correct_tokens,both_wrong_tokens,equal_tokens
paired_1,position,28,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,29,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,30,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,31,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,32,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,33,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,34,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,35,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,36,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,37,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,38,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,position,39,historical_a1_a2_anchor.cosine,4,4,4,1.0,,,0,,,,,,,,,,
paired_1,style,coding,historical_a1_a2_anchor.cosine,1,39,39,1.0,1,1.0,0,,,,,,,,,,
paired_1,style,creative_generation,historical_a1_a2_anchor.cosine,2,78,78,1.0,2,1.0,0,,,,,,,,,,
paired_1,style,question_answer,historical_a1_a2_anchor.cosine,1,39,39,1.0,1,1.0,0,,,,,,,,,,
paired_1,paired_overall,overall,projected_vs_a1,24,1482,,,,,,922,1333,-411,0.6221322537112011,0.8994601889338731,90,501,832,59,891
paired_1,paired_length,16,projected_vs_a1,6,96,,,,,,58,93,-35,0.6041666666666666,0.96875,2,37,56,1,57
paired_1,paired_length,39,projected_vs_a1,6,234,,,,,,147,213,-66,0.6282051282051282,0.9102564102564102,13,79,134,8,142
paired_1,paired_length,64,projected_vs_a1,6,384,,,,,,238,371,-133,0.6197916666666666,0.9661458333333334,7,140,231,6,237
paired_1,paired_length,128,projected_vs_a1,6,768,,,,,,479,656,-177,0.6236979166666666,0.8541666666666666,68,245,411,44,455
paired_1,paired_position_bin,1-16,projected_vs_a1,24,384,,,,,,237,367,-130,0.6171875,0.9557291666666666,8,138,229,9,238
paired_1,paired_position_bin,17-32,projected_vs_a1,24,288,,,,,,179,264,-85,0.6215277777777778,0.9166666666666666,14,99,165,10,175
paired_1,paired_position_bin,33-64,projected_vs_a1,24,426,,,,,,265,385,-120,0.6220657276995305,0.903755868544601,24,144,241,17,258
paired_1,paired_position_bin,65-96,projected_vs_a1,24,192,,,,,,115,161,-46,0.5989583333333334,0.8385416666666666,18,64,97,13,110
paired_1,paired_position_bin,97-128,projected_vs_a1,24,192,,,,,,126,156,-30,0.65625,0.8125,26,56,100,10,110
paired_1,paired_position,1,projected_vs_a1,24,24,,,,,,24,24,0,1.0,1.0,0,0,24,0,24
paired_1,paired_position,2,projected_vs_a1,24,24,,,,,,7,24,-17,0.2916666666666667,1.0,0,17,7,0,7
paired_1,paired_position,3,projected_vs_a1,24,24,,,,,,11,24,-13,0.4583333333333333,1.0,0,13,11,0,11
paired_1,paired_position,4,projected_vs_a1,24,24,,,,,,15,24,-9,0.625,1.0,0,9,15,0,15
paired_1,paired_position,5,projected_vs_a1,24,24,,,,,,17,24,-7,0.7083333333333334,1.0,0,7,17,0,17
paired_1,paired_position,6,projected_vs_a1,24,24,,,,,,13,23,-10,0.5416666666666666,0.9583333333333334,1,11,12,0,12
paired_1,paired_position,7,projected_vs_a1,24,24,,,,,,18,22,-4,0.75,0.9166666666666666,0,4,18,2,20
paired_1,paired_position,8,projected_vs_a1,24,24,,,,,,13,23,-10,0.5416666666666666,0.9583333333333334,1,11,12,0,12
paired_1,paired_position,9,projected_vs_a1,24,24,,,,,,16,22,-6,0.6666666666666666,0.9166666666666666,1,7,15,1,16
paired_1,paired_position,10,projected_vs_a1,24,24,,,,,,13,23,-10,0.5416666666666666,0.9583333333333334,1,11,12,0,12
paired_1,paired_position,11,projected_vs_a1,24,24,,,,,,15,21,-6,0.625,0.875,2,8,13,1,14
paired_1,paired_position,12,projected_vs_a1,24,24,,,,,,13,24,-11,0.5416666666666666,1.0,0,11,13,0,13
paired_1,paired_position,13,projected_vs_a1,24,24,,,,,,19,24,-5,0.7916666666666666,1.0,0,5,19,0,19
paired_1,paired_position,14,projected_vs_a1,24,24,,,,,,11,23,-12,0.4583333333333333,0.9583333333333334,0,12,11,1,12
paired_1,paired_position,15,projected_vs_a1,24,24,,,,,,16,20,-4,0.6666666666666666,0.8333333333333334,1,5,15,3,18
paired_1,paired_position,16,projected_vs_a1,24,24,,,,,,16,22,-6,0.6666666666666666,0.9166666666666666,1,7,15,1,16
paired_1,paired_position,17,projected_vs_a1,24,18,,,,,,10,14,-4,0.5555555555555556,0.7777777777777778,4,8,6,0,6
paired_1,paired_position,18,projected_vs_a1,24,18,,,,,,12,16,-4,0.6666666666666666,0.8888888888888888,1,5,11,1,12
paired_1,paired_position,19,projected_vs_a1,24,18,,,,,,10,16,-6,0.5555555555555556,0.8888888888888888,1,7,9,1,10
paired_1,paired_position,20,projected_vs_a1,24,18,,,,,,10,17,-7,0.5555555555555556,0.9444444444444444,1,8,9,0,9
paired_1,paired_position,21,projected_vs_a1,24,18,,,,,,11,18,-7,0.6111111111111112,1.0,0,7,11,0,11
paired_1,paired_position,22,projected_vs_a1,24,18,,,,,,11,15,-4,0.6111111111111112,0.8333333333333334,1,5,10,2,12
paired_1,paired_position,23,projected_vs_a1,24,18,,,,,,12,16,-4,0.6666666666666666,0.8888888888888888,1,5,11,1,12
paired_1,paired_position,24,projected_vs_a1,24,18,,,,,,11,17,-6,0.6111111111111112,0.9444444444444444,0,6,11,1,12
paired_1,paired_position,25,projected_vs_a1,24,18,,,,,,13,18,-5,0.7222222222222222,1.0,0,5,13,0,13
paired_1,paired_position,26,projected_vs_a1,24,18,,,,,,11,17,-6,0.6111111111111112,0.9444444444444444,1,7,10,0,10
paired_1,paired_position,27,projected_vs_a1,24,18,,,,,,11,17,-6,0.6111111111111112,0.9444444444444444,1,7,10,0,10
paired_1,paired_position,28,projected_vs_a1,24,18,,,,,,10,15,-5,0.5555555555555556,0.8333333333333334,2,7,8,1,9
paired_1,paired_position,29,projected_vs_a1,24,18,,,,,,16,17,-1,0.8888888888888888,0.9444444444444444,1,2,15,0,15
paired_1,paired_position,30,projected_vs_a1,24,18,,,,,,8,17,-9,0.4444444444444444,0.9444444444444444,0,9,8,1,9
paired_1,paired_position,31,projected_vs_a1,24,18,,,,,,13,18,-5,0.7222222222222222,1.0,0,5,13,0,13
paired_1,paired_position,32,projected_vs_a1,24,18,,,,,,10,16,-6,0.5555555555555556,0.8888888888888888,0,6,10,2,12
paired_1,paired_position,33,projected_vs_a1,24,18,,,,,,11,16,-5,0.6111111111111112,0.8888888888888888,2,7,9,0,9
paired_1,paired_position,34,projected_vs_a1,24,18,,,,,,13,16,-3,0.7222222222222222,0.8888888888888888,2,5,11,0,11
paired_1,paired_position,35,projected_vs_a1,24,18,,,,,,13,18,-5,0.7222222222222222,1.0,0,5,13,0,13
paired_1,paired_position,36,projected_vs_a1,24,18,,,,,,11,16,-5,0.6111111111111112,0.8888888888888888,2,7,9,0,9
paired_1,paired_position,37,projected_vs_a1,24,18,,,,,,9,17,-8,0.5,0.9444444444444444,0,8,9,1,10
paired_1,paired_position,38,projected_vs_a1,24,18,,,,,,13,14,-1,0.7222222222222222,0.7777777777777778,3,4,10,1,11
paired_1,paired_position,39,projected_vs_a1,24,18,,,,,,7,15,-8,0.3888888888888889,0.8333333333333334,1,9,6,2,8
paired_1,paired_position,40,projected_vs_a1,24,12,,,,,,8,11,-3,0.6666666666666666,0.9166666666666666,1,4,7,0,7
paired_1,paired_position,41,projected_vs_a1,24,12,,,,,,7,12,-5,0.5833333333333334,1.0,0,5,7,0,7
paired_1,paired_position,42,projected_vs_a1,24,12,,,,,,9,11,-2,0.75,0.9166666666666666,1,3,8,0,8
paired_1,paired_position,43,projected_vs_a1,24,12,,,,,,6,11,-5,0.5,0.9166666666666666,0,5,6,1,7
paired_1,paired_position,44,projected_vs_a1,24,12,,,,,,7,11,-4,0.5833333333333334,0.9166666666666666,0,4,7,1,8
paired_1,paired_position,45,projected_vs_a1,24,12,,,,,,6,11,-5,0.5,0.9166666666666666,0,5,6,1,7
paired_1,paired_position,46,projected_vs_a1,24,12,,,,,,7,10,-3,0.5833333333333334,0.8333333333333334,1,4,6,1,7
paired_1,paired_position,47,projected_vs_a1,24,12,,,,,,6,10,-4,0.5,0.8333333333333334,1,5,5,1,6
paired_1,paired_position,48,projected_vs_a1,24,12,,,,,,10,11,-1,0.8333333333333334,0.9166666666666666,1,2,9,0,9
paired_1,paired_position,49,projected_vs_a1,24,12,,,,,,7,11,-4,0.5833333333333334,0.9166666666666666,1,5,6,0,6
paired_1,paired_position,50,projected_vs_a1,24,12,,,,,,7,10,-3,0.5833333333333334,0.8333333333333334,1,4,6,1,7
paired_1,paired_position,51,projected_vs_a1,24,12,,,,,,11,12,-1,0.9166666666666666,1.0,0,1,11,0,11
paired_1,paired_position,52,projected_vs_a1,24,12,,,,,,7,11,-4,0.5833333333333334,0.9166666666666666,1,5,6,0,6
paired_1,paired_position,53,projected_vs_a1,24,12,,,,,,5,10,-5,0.4166666666666667,0.8333333333333334,0,5,5,2,7
paired_1,paired_position,54,projected_vs_a1,24,12,,,,,,8,12,-4,0.6666666666666666,1.0,0,4,8,0,8
paired_1,paired_position,55,projected_vs_a1,24,12,,,,,,8,10,-2,0.6666666666666666,0.8333333333333334,1,3,7,1,8
paired_1,paired_position,56,projected_vs_a1,24,12,,,,,,9,9,0,0.75,0.75,1,1,8,2,10
paired_1,paired_position,57,projected_vs_a1,24,12,,,,,,8,11,-3,0.6666666666666666,0.9166666666666666,0,3,8,1,9
paired_1,paired_position,58,projected_vs_a1,24,12,,,,,,10,11,-1,0.8333333333333334,0.9166666666666666,1,2,9,0,9
paired_1,paired_position,59,projected_vs_a1,24,12,,,,,,3,12,-9,0.25,1.0,0,9,3,0,3
paired_1,paired_position,60,projected_vs_a1,24,12,,,,,,7,11,-4,0.5833333333333334,0.9166666666666666,1,5,6,0,6
paired_1,paired_position,61,projected_vs_a1,24,12,,,,,,8,10,-2,0.6666666666666666,0.8333333333333334,2,4,6,0,6
paired_1,paired_position,62,projected_vs_a1,24,12,,,,,,7,12,-5,0.5833333333333334,1.0,0,5,7,0,7
paired_1,paired_position,63,projected_vs_a1,24,12,,,,,,9,12,-3,0.75,1.0,0,3,9,0,9
paired_1,paired_position,64,projected_vs_a1,24,12,,,,,,8,11,-3,0.6666666666666666,0.9166666666666666,0,3,8,1,9
paired_1,paired_position,65,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,66,projected_vs_a1,24,6,,,,,,2,6,-4,0.3333333333333333,1.0,0,4,2,0,2
paired_1,paired_position,67,projected_vs_a1,24,6,,,,,,3,6,-3,0.5,1.0,0,3,3,0,3
paired_1,paired_position,68,projected_vs_a1,24,6,,,,,,3,4,-1,0.5,0.6666666666666666,1,2,2,1,3
paired_1,paired_position,69,projected_vs_a1,24,6,,,,,,6,5,1,1.0,0.8333333333333334,1,0,5,0,5
paired_1,paired_position,70,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,71,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,72,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,0,1,4,1,5
paired_1,paired_position,73,projected_vs_a1,24,6,,,,,,3,5,-2,0.5,0.8333333333333334,1,3,2,0,2
paired_1,paired_position,74,projected_vs_a1,24,6,,,,,,5,5,0,0.8333333333333334,0.8333333333333334,1,1,4,0,4
paired_1,paired_position,75,projected_vs_a1,24,6,,,,,,3,5,-2,0.5,0.8333333333333334,1,3,2,0,2
paired_1,paired_position,76,projected_vs_a1,24,6,,,,,,5,5,0,0.8333333333333334,0.8333333333333334,1,1,4,0,4
paired_1,paired_position,77,projected_vs_a1,24,6,,,,,,3,6,-3,0.5,1.0,0,3,3,0,3
paired_1,paired_position,78,projected_vs_a1,24,6,,,,,,3,4,-1,0.5,0.6666666666666666,0,1,3,2,5
paired_1,paired_position,79,projected_vs_a1,24,6,,,,,,3,4,-1,0.5,0.6666666666666666,2,3,1,0,1
paired_1,paired_position,80,projected_vs_a1,24,6,,,,,,6,5,1,1.0,0.8333333333333334,1,0,5,0,5
paired_1,paired_position,81,projected_vs_a1,24,6,,,,,,4,6,-2,0.6666666666666666,1.0,0,2,4,0,4
paired_1,paired_position,82,projected_vs_a1,24,6,,,,,,3,6,-3,0.5,1.0,0,3,3,0,3
paired_1,paired_position,83,projected_vs_a1,24,6,,,,,,5,4,1,0.8333333333333334,0.6666666666666666,1,0,4,1,5
paired_1,paired_position,84,projected_vs_a1,24,6,,,,,,4,6,-2,0.6666666666666666,1.0,0,2,4,0,4
paired_1,paired_position,85,projected_vs_a1,24,6,,,,,,3,5,-2,0.5,0.8333333333333334,1,3,2,0,2
paired_1,paired_position,86,projected_vs_a1,24,6,,,,,,3,5,-2,0.5,0.8333333333333334,0,2,3,1,4
paired_1,paired_position,87,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,88,projected_vs_a1,24,6,,,,,,2,5,-3,0.3333333333333333,0.8333333333333334,0,3,2,1,3
paired_1,paired_position,89,projected_vs_a1,24,6,,,,,,4,6,-2,0.6666666666666666,1.0,0,2,4,0,4
paired_1,paired_position,90,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,91,projected_vs_a1,24,6,,,,,,2,5,-3,0.3333333333333333,0.8333333333333334,0,3,2,1,3
paired_1,paired_position,92,projected_vs_a1,24,6,,,,,,4,4,0,0.6666666666666666,0.6666666666666666,1,1,3,1,4
paired_1,paired_position,93,projected_vs_a1,24,6,,,,,,3,3,0,0.5,0.5,1,1,2,2,4
paired_1,paired_position,94,projected_vs_a1,24,6,,,,,,2,4,-2,0.3333333333333333,0.6666666666666666,0,2,2,2,4
paired_1,paired_position,95,projected_vs_a1,24,6,,,,,,4,6,-2,0.6666666666666666,1.0,0,2,4,0,4
paired_1,paired_position,96,projected_vs_a1,24,6,,,,,,3,6,-3,0.5,1.0,0,3,3,0,3
paired_1,paired_position,97,projected_vs_a1,24,6,,,,,,2,6,-4,0.3333333333333333,1.0,0,4,2,0,2
paired_1,paired_position,98,projected_vs_a1,24,6,,,,,,4,4,0,0.6666666666666666,0.6666666666666666,1,1,3,1,4
paired_1,paired_position,99,projected_vs_a1,24,6,,,,,,5,4,1,0.8333333333333334,0.6666666666666666,2,1,3,0,3
paired_1,paired_position,100,projected_vs_a1,24,6,,,,,,5,4,1,0.8333333333333334,0.6666666666666666,2,1,3,0,3
paired_1,paired_position,101,projected_vs_a1,24,6,,,,,,2,5,-3,0.3333333333333333,0.8333333333333334,0,3,2,1,3
paired_1,paired_position,102,projected_vs_a1,24,6,,,,,,5,5,0,0.8333333333333334,0.8333333333333334,1,1,4,0,4
paired_1,paired_position,103,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,104,projected_vs_a1,24,6,,,,,,1,4,-3,0.16666666666666666,0.6666666666666666,0,3,1,2,3
paired_1,paired_position,105,projected_vs_a1,24,6,,,,,,5,4,1,0.8333333333333334,0.6666666666666666,1,0,4,1,5
paired_1,paired_position,106,projected_vs_a1,24,6,,,,,,4,6,-2,0.6666666666666666,1.0,0,2,4,0,4
paired_1,paired_position,107,projected_vs_a1,24,6,,,,,,4,6,-2,0.6666666666666666,1.0,0,2,4,0,4
paired_1,paired_position,108,projected_vs_a1,24,6,,,,,,4,6,-2,0.6666666666666666,1.0,0,2,4,0,4
paired_1,paired_position,109,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,110,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,111,projected_vs_a1,24,6,,,,,,3,5,-2,0.5,0.8333333333333334,1,3,2,0,2
paired_1,paired_position,112,projected_vs_a1,24,6,,,,,,3,4,-1,0.5,0.6666666666666666,2,3,1,0,1
paired_1,paired_position,113,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,114,projected_vs_a1,24,6,,,,,,3,6,-3,0.5,1.0,0,3,3,0,3
paired_1,paired_position,115,projected_vs_a1,24,6,,,,,,5,5,0,0.8333333333333334,0.8333333333333334,1,1,4,0,4
paired_1,paired_position,116,projected_vs_a1,24,6,,,,,,4,4,0,0.6666666666666666,0.6666666666666666,1,1,3,1,4
paired_1,paired_position,117,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,118,projected_vs_a1,24,6,,,,,,5,4,1,0.8333333333333334,0.6666666666666666,1,0,4,1,5
paired_1,paired_position,119,projected_vs_a1,24,6,,,,,,5,5,0,0.8333333333333334,0.8333333333333334,1,1,4,0,4
paired_1,paired_position,120,projected_vs_a1,24,6,,,,,,3,5,-2,0.5,0.8333333333333334,1,3,2,0,2
paired_1,paired_position,121,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,1,2,3,0,3
paired_1,paired_position,122,projected_vs_a1,24,6,,,,,,5,5,0,0.8333333333333334,0.8333333333333334,1,1,4,0,4
paired_1,paired_position,123,projected_vs_a1,24,6,,,,,,4,5,-1,0.6666666666666666,0.8333333333333334,0,1,4,1,5
paired_1,paired_position,124,projected_vs_a1,24,6,,,,,,5,6,-1,0.8333333333333334,1.0,0,1,5,0,5
paired_1,paired_position,125,projected_vs_a1,24,6,,,,,,3,4,-1,0.5,0.6666666666666666,1,2,2,1,3
paired_1,paired_position,126,projected_vs_a1,24,6,,,,,,5,5,0,0.8333333333333334,0.8333333333333334,1,1,4,0,4
paired_1,paired_position,127,projected_vs_a1,24,6,,,,,,5,5,0,0.8333333333333334,0.8333333333333334,1,1,4,0,4
paired_1,paired_position,128,projected_vs_a1,24,6,,,,,,3,4,-1,0.5,0.6666666666666666,1,2,2,1,3
