target_bundle,scope_type,scope,method,records,scored_tokens,correct_tokens,token_accuracy,exact_records,exact_record_rate,tie_positions,projected_correct_tokens,a1_correct_tokens,token_delta,projected_accuracy,a1_accuracy,gain_tokens,regression_tokens,both_correct_tokens,both_wrong_tokens,equal_tokens
primary,overall,overall,raw_boundary.cosine,24,1482,498,0.3360323886639676,0,0.0,0,,,,,,,,,,
primary,length,16,raw_boundary.cosine,6,96,31,0.3229166666666667,0,0.0,0,,,,,,,,,,
primary,length,39,raw_boundary.cosine,6,234,78,0.3333333333333333,0,0.0,0,,,,,,,,,,
primary,length,64,raw_boundary.cosine,6,384,115,0.2994791666666667,0,0.0,0,,,,,,,,,,
primary,length,128,raw_boundary.cosine,6,768,274,0.3567708333333333,0,0.0,0,,,,,,,,,,
primary,position_bin,1-16,raw_boundary.cosine,24,384,120,0.3125,,,0,,,,,,,,,,
primary,position_bin,17-32,raw_boundary.cosine,24,288,97,0.3368055555555556,,,0,,,,,,,,,,
primary,position_bin,33-64,raw_boundary.cosine,24,426,147,0.34507042253521125,,,0,,,,,,,,,,
primary,position_bin,65-96,raw_boundary.cosine,24,192,58,0.3020833333333333,,,0,,,,,,,,,,
primary,position_bin,97-128,raw_boundary.cosine,24,192,76,0.3958333333333333,,,0,,,,,,,,,,
primary,position,1,raw_boundary.cosine,24,24,24,1.0,,,0,,,,,,,,,,
primary,position,2,raw_boundary.cosine,24,24,0,0.0,,,0,,,,,,,,,,
primary,position,3,raw_boundary.cosine,24,24,6,0.25,,,0,,,,,,,,,,
primary,position,4,raw_boundary.cosine,24,24,9,0.375,,,0,,,,,,,,,,
primary,position,5,raw_boundary.cosine,24,24,5,0.20833333333333334,,,0,,,,,,,,,,
primary,position,6,raw_boundary.cosine,24,24,4,0.16666666666666666,,,0,,,,,,,,,,
primary,position,7,raw_boundary.cosine,24,24,5,0.20833333333333334,,,0,,,,,,,,,,
primary,position,8,raw_boundary.cosine,24,24,4,0.16666666666666666,,,0,,,,,,,,,,
primary,position,9,raw_boundary.cosine,24,24,7,0.2916666666666667,,,0,,,,,,,,,,
primary,position,10,raw_boundary.cosine,24,24,8,0.3333333333333333,,,0,,,,,,,,,,
primary,position,11,raw_boundary.cosine,24,24,6,0.25,,,0,,,,,,,,,,
primary,position,12,raw_boundary.cosine,24,24,5,0.20833333333333334,,,0,,,,,,,,,,
primary,position,13,raw_boundary.cosine,24,24,10,0.4166666666666667,,,0,,,,,,,,,,
primary,position,14,raw_boundary.cosine,24,24,6,0.25,,,0,,,,,,,,,,
primary,position,15,raw_boundary.cosine,24,24,10,0.4166666666666667,,,0,,,,,,,,,,
primary,position,16,raw_boundary.cosine,24,24,11,0.4583333333333333,,,0,,,,,,,,,,
primary,position,17,raw_boundary.cosine,24,18,6,0.3333333333333333,,,0,,,,,,,,,,
primary,position,18,raw_boundary.cosine,24,18,4,0.2222222222222222,,,0,,,,,,,,,,
primary,position,19,raw_boundary.cosine,24,18,6,0.3333333333333333,,,0,,,,,,,,,,
primary,position,20,raw_boundary.cosine,24,18,6,0.3333333333333333,,,0,,,,,,,,,,
primary,position,21,raw_boundary.cosine,24,18,8,0.4444444444444444,,,0,,,,,,,,,,
primary,position,22,raw_boundary.cosine,24,18,3,0.16666666666666666,,,0,,,,,,,,,,
primary,position,23,raw_boundary.cosine,24,18,9,0.5,,,0,,,,,,,,,,
primary,position,24,raw_boundary.cosine,24,18,6,0.3333333333333333,,,0,,,,,,,,,,
primary,position,25,raw_boundary.cosine,24,18,8,0.4444444444444444,,,0,,,,,,,,,,
primary,position,26,raw_boundary.cosine,24,18,4,0.2222222222222222,,,0,,,,,,,,,,
primary,position,27,raw_boundary.cosine,24,18,6,0.3333333333333333,,,0,,,,,,,,,,
primary,position,28,raw_boundary.cosine,24,18,5,0.2777777777777778,,,0,,,,,,,,,,
primary,position,29,raw_boundary.cosine,24,18,11,0.6111111111111112,,,0,,,,,,,,,,
primary,position,30,raw_boundary.cosine,24,18,6,0.3333333333333333,,,0,,,,,,,,,,
primary,position,31,raw_boundary.cosine,24,18,6,0.3333333333333333,,,0,,,,,,,,,,
primary,position,32,raw_boundary.cosine,24,18,3,0.16666666666666666,,,0,,,,,,,,,,
primary,position,33,raw_boundary.cosine,24,18,8,0.4444444444444444,,,0,,,,,,,,,,
primary,position,34,raw_boundary.cosine,24,18,8,0.4444444444444444,,,0,,,,,,,,,,
primary,position,35,raw_boundary.cosine,24,18,5,0.2777777777777778,,,0,,,,,,,,,,
primary,position,36,raw_boundary.cosine,24,18,5,0.2777777777777778,,,0,,,,,,,,,,
primary,position,37,raw_boundary.cosine,24,18,4,0.2222222222222222,,,0,,,,,,,,,,
primary,position,38,raw_boundary.cosine,24,18,7,0.3888888888888889,,,0,,,,,,,,,,
primary,position,39,raw_boundary.cosine,24,18,5,0.2777777777777778,,,0,,,,,,,,,,
primary,position,40,raw_boundary.cosine,24,12,3,0.25,,,0,,,,,,,,,,
primary,position,41,raw_boundary.cosine,24,12,5,0.4166666666666667,,,0,,,,,,,,,,
primary,position,42,raw_boundary.cosine,24,12,4,0.3333333333333333,,,0,,,,,,,,,,
primary,position,43,raw_boundary.cosine,24,12,3,0.25,,,0,,,,,,,,,,
primary,position,44,raw_boundary.cosine,24,12,4,0.3333333333333333,,,0,,,,,,,,,,
primary,position,45,raw_boundary.cosine,24,12,5,0.4166666666666667,,,0,,,,,,,,,,
primary,position,46,raw_boundary.cosine,24,12,4,0.3333333333333333,,,0,,,,,,,,,,
primary,position,47,raw_boundary.cosine,24,12,5,0.4166666666666667,,,0,,,,,,,,,,
primary,position,48,raw_boundary.cosine,24,12,5,0.4166666666666667,,,0,,,,,,,,,,
primary,position,49,raw_boundary.cosine,24,12,5,0.4166666666666667,,,0,,,,,,,,,,
primary,position,50,raw_boundary.cosine,24,12,2,0.16666666666666666,,,0,,,,,,,,,,
primary,position,51,raw_boundary.cosine,24,12,6,0.5,,,0,,,,,,,,,,
primary,position,52,raw_boundary.cosine,24,12,7,0.5833333333333334,,,0,,,,,,,,,,
primary,position,53,raw_boundary.cosine,24,12,4,0.3333333333333333,,,0,,,,,,,,,,
primary,position,54,raw_boundary.cosine,24,12,4,0.3333333333333333,,,0,,,,,,,,,,
primary,position,55,raw_boundary.cosine,24,12,5,0.4166666666666667,,,0,,,,,,,,,,
primary,position,56,raw_boundary.cosine,24,12,5,0.4166666666666667,,,0,,,,,,,,,,
primary,position,57,raw_boundary.cosine,24,12,4,0.3333333333333333,,,0,,,,,,,,,,
primary,position,58,raw_boundary.cosine,24,12,6,0.5,,,0,,,,,,,,,,
primary,position,59,raw_boundary.cosine,24,12,2,0.16666666666666666,,,0,,,,,,,,,,
primary,position,60,raw_boundary.cosine,24,12,4,0.3333333333333333,,,0,,,,,,,,,,
primary,position,61,raw_boundary.cosine,24,12,2,0.16666666666666666,,,0,,,,,,,,,,
primary,position,62,raw_boundary.cosine,24,12,6,0.5,,,0,,,,,,,,,,
primary,position,63,raw_boundary.cosine,24,12,2,0.16666666666666666,,,0,,,,,,,,,,
primary,position,64,raw_boundary.cosine,24,12,3,0.25,,,0,,,,,,,,,,
primary,position,65,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,66,raw_boundary.cosine,24,6,0,0.0,,,0,,,,,,,,,,
primary,position,67,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,68,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,69,raw_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,70,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,71,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,72,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,73,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,74,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,75,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,76,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,77,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,78,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,79,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,80,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,81,raw_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,82,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,83,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,84,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,85,raw_boundary.cosine,24,6,0,0.0,,,0,,,,,,,,,,
primary,position,86,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,87,raw_boundary.cosine,24,6,0,0.0,,,0,,,,,,,,,,
primary,position,88,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,89,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,90,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,91,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,92,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,93,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,94,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,95,raw_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,96,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,97,raw_boundary.cosine,24,6,0,0.0,,,0,,,,,,,,,,
primary,position,98,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,99,raw_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,100,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,101,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,102,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,103,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,104,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,105,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,106,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,107,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,108,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,109,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,110,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,111,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,112,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,113,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,114,raw_boundary.cosine,24,6,0,0.0,,,0,,,,,,,,,,
primary,position,115,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,116,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,117,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,118,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,119,raw_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,120,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,121,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,122,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,123,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,124,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,125,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,126,raw_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,127,raw_boundary.cosine,24,6,1,0.16666666666666666,,,0,,,,,,,,,,
primary,position,128,raw_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,style,coding,raw_boundary.cosine,8,494,137,0.2773279352226721,0,0.0,0,,,,,,,,,,
primary,style,creative_generation,raw_boundary.cosine,8,494,187,0.3785425101214575,0,0.0,0,,,,,,,,,,
primary,style,question_answer,raw_boundary.cosine,8,494,174,0.3522267206477733,0,0.0,0,,,,,,,,,,
primary,overall,overall,projected_boundary.cosine,24,1482,928,0.6261808367071525,0,0.0,0,,,,,,,,,,
primary,length,16,projected_boundary.cosine,6,96,58,0.6041666666666666,0,0.0,0,,,,,,,,,,
primary,length,39,projected_boundary.cosine,6,234,148,0.6324786324786325,0,0.0,0,,,,,,,,,,
primary,length,64,projected_boundary.cosine,6,384,240,0.625,0,0.0,0,,,,,,,,,,
primary,length,128,projected_boundary.cosine,6,768,482,0.6276041666666666,0,0.0,0,,,,,,,,,,
primary,position_bin,1-16,projected_boundary.cosine,24,384,240,0.625,,,0,,,,,,,,,,
primary,position_bin,17-32,projected_boundary.cosine,24,288,180,0.625,,,0,,,,,,,,,,
primary,position_bin,33-64,projected_boundary.cosine,24,426,266,0.6244131455399061,,,0,,,,,,,,,,
primary,position_bin,65-96,projected_boundary.cosine,24,192,116,0.6041666666666666,,,0,,,,,,,,,,
primary,position_bin,97-128,projected_boundary.cosine,24,192,126,0.65625,,,0,,,,,,,,,,
primary,position,1,projected_boundary.cosine,24,24,24,1.0,,,0,,,,,,,,,,
primary,position,2,projected_boundary.cosine,24,24,7,0.2916666666666667,,,0,,,,,,,,,,
primary,position,3,projected_boundary.cosine,24,24,11,0.4583333333333333,,,0,,,,,,,,,,
primary,position,4,projected_boundary.cosine,24,24,15,0.625,,,0,,,,,,,,,,
primary,position,5,projected_boundary.cosine,24,24,17,0.7083333333333334,,,0,,,,,,,,,,
primary,position,6,projected_boundary.cosine,24,24,13,0.5416666666666666,,,0,,,,,,,,,,
primary,position,7,projected_boundary.cosine,24,24,18,0.75,,,0,,,,,,,,,,
primary,position,8,projected_boundary.cosine,24,24,13,0.5416666666666666,,,0,,,,,,,,,,
primary,position,9,projected_boundary.cosine,24,24,16,0.6666666666666666,,,0,,,,,,,,,,
primary,position,10,projected_boundary.cosine,24,24,13,0.5416666666666666,,,0,,,,,,,,,,
primary,position,11,projected_boundary.cosine,24,24,17,0.7083333333333334,,,0,,,,,,,,,,
primary,position,12,projected_boundary.cosine,24,24,14,0.5833333333333334,,,0,,,,,,,,,,
primary,position,13,projected_boundary.cosine,24,24,19,0.7916666666666666,,,0,,,,,,,,,,
primary,position,14,projected_boundary.cosine,24,24,11,0.4583333333333333,,,0,,,,,,,,,,
primary,position,15,projected_boundary.cosine,24,24,16,0.6666666666666666,,,0,,,,,,,,,,
primary,position,16,projected_boundary.cosine,24,24,16,0.6666666666666666,,,0,,,,,,,,,,
primary,position,17,projected_boundary.cosine,24,18,10,0.5555555555555556,,,0,,,,,,,,,,
primary,position,18,projected_boundary.cosine,24,18,12,0.6666666666666666,,,0,,,,,,,,,,
primary,position,19,projected_boundary.cosine,24,18,10,0.5555555555555556,,,0,,,,,,,,,,
primary,position,20,projected_boundary.cosine,24,18,10,0.5555555555555556,,,0,,,,,,,,,,
primary,position,21,projected_boundary.cosine,24,18,11,0.6111111111111112,,,0,,,,,,,,,,
primary,position,22,projected_boundary.cosine,24,18,11,0.6111111111111112,,,0,,,,,,,,,,
primary,position,23,projected_boundary.cosine,24,18,12,0.6666666666666666,,,0,,,,,,,,,,
primary,position,24,projected_boundary.cosine,24,18,11,0.6111111111111112,,,0,,,,,,,,,,
primary,position,25,projected_boundary.cosine,24,18,13,0.7222222222222222,,,0,,,,,,,,,,
primary,position,26,projected_boundary.cosine,24,18,11,0.6111111111111112,,,0,,,,,,,,,,
primary,position,27,projected_boundary.cosine,24,18,11,0.6111111111111112,,,0,,,,,,,,,,
primary,position,28,projected_boundary.cosine,24,18,11,0.6111111111111112,,,0,,,,,,,,,,
primary,position,29,projected_boundary.cosine,24,18,16,0.8888888888888888,,,0,,,,,,,,,,
primary,position,30,projected_boundary.cosine,24,18,8,0.4444444444444444,,,0,,,,,,,,,,
primary,position,31,projected_boundary.cosine,24,18,13,0.7222222222222222,,,0,,,,,,,,,,
primary,position,32,projected_boundary.cosine,24,18,10,0.5555555555555556,,,0,,,,,,,,,,
primary,position,33,projected_boundary.cosine,24,18,11,0.6111111111111112,,,0,,,,,,,,,,
primary,position,34,projected_boundary.cosine,24,18,13,0.7222222222222222,,,0,,,,,,,,,,
primary,position,35,projected_boundary.cosine,24,18,13,0.7222222222222222,,,0,,,,,,,,,,
primary,position,36,projected_boundary.cosine,24,18,10,0.5555555555555556,,,0,,,,,,,,,,
primary,position,37,projected_boundary.cosine,24,18,9,0.5,,,0,,,,,,,,,,
primary,position,38,projected_boundary.cosine,24,18,13,0.7222222222222222,,,0,,,,,,,,,,
primary,position,39,projected_boundary.cosine,24,18,7,0.3888888888888889,,,0,,,,,,,,,,
primary,position,40,projected_boundary.cosine,24,12,8,0.6666666666666666,,,0,,,,,,,,,,
primary,position,41,projected_boundary.cosine,24,12,7,0.5833333333333334,,,0,,,,,,,,,,
primary,position,42,projected_boundary.cosine,24,12,9,0.75,,,0,,,,,,,,,,
primary,position,43,projected_boundary.cosine,24,12,6,0.5,,,0,,,,,,,,,,
primary,position,44,projected_boundary.cosine,24,12,7,0.5833333333333334,,,0,,,,,,,,,,
primary,position,45,projected_boundary.cosine,24,12,6,0.5,,,0,,,,,,,,,,
primary,position,46,projected_boundary.cosine,24,12,7,0.5833333333333334,,,0,,,,,,,,,,
primary,position,47,projected_boundary.cosine,24,12,6,0.5,,,0,,,,,,,,,,
primary,position,48,projected_boundary.cosine,24,12,10,0.8333333333333334,,,0,,,,,,,,,,
primary,position,49,projected_boundary.cosine,24,12,7,0.5833333333333334,,,0,,,,,,,,,,
primary,position,50,projected_boundary.cosine,24,12,7,0.5833333333333334,,,0,,,,,,,,,,
primary,position,51,projected_boundary.cosine,24,12,11,0.9166666666666666,,,0,,,,,,,,,,
primary,position,52,projected_boundary.cosine,24,12,7,0.5833333333333334,,,0,,,,,,,,,,
primary,position,53,projected_boundary.cosine,24,12,5,0.4166666666666667,,,0,,,,,,,,,,
primary,position,54,projected_boundary.cosine,24,12,8,0.6666666666666666,,,0,,,,,,,,,,
primary,position,55,projected_boundary.cosine,24,12,8,0.6666666666666666,,,0,,,,,,,,,,
primary,position,56,projected_boundary.cosine,24,12,9,0.75,,,0,,,,,,,,,,
primary,position,57,projected_boundary.cosine,24,12,8,0.6666666666666666,,,0,,,,,,,,,,
primary,position,58,projected_boundary.cosine,24,12,10,0.8333333333333334,,,0,,,,,,,,,,
primary,position,59,projected_boundary.cosine,24,12,3,0.25,,,0,,,,,,,,,,
primary,position,60,projected_boundary.cosine,24,12,8,0.6666666666666666,,,0,,,,,,,,,,
primary,position,61,projected_boundary.cosine,24,12,8,0.6666666666666666,,,0,,,,,,,,,,
primary,position,62,projected_boundary.cosine,24,12,8,0.6666666666666666,,,0,,,,,,,,,,
primary,position,63,projected_boundary.cosine,24,12,9,0.75,,,0,,,,,,,,,,
primary,position,64,projected_boundary.cosine,24,12,8,0.6666666666666666,,,0,,,,,,,,,,
primary,position,65,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,66,projected_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,67,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,68,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,69,projected_boundary.cosine,24,6,6,1.0,,,0,,,,,,,,,,
primary,position,70,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,71,projected_boundary.cosine,24,6,5,0.8333333333333334,,,0,,,,,,,,,,
primary,position,72,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,73,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,74,projected_boundary.cosine,24,6,5,0.8333333333333334,,,0,,,,,,,,,,
primary,position,75,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,76,projected_boundary.cosine,24,6,5,0.8333333333333334,,,0,,,,,,,,,,
primary,position,77,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,78,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,79,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,80,projected_boundary.cosine,24,6,6,1.0,,,0,,,,,,,,,,
primary,position,81,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,82,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,83,projected_boundary.cosine,24,6,5,0.8333333333333334,,,0,,,,,,,,,,
primary,position,84,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,85,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,86,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,87,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,88,projected_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,89,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,90,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,91,projected_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,92,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,93,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,94,projected_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,95,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,96,projected_boundary.cosine,24,6,3,0.5,,,0,,,,,,,,,,
primary,position,97,projected_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,98,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
primary,position,99,projected_boundary.cosine,24,6,5,0.8333333333333334,,,0,,,,,,,,,,
primary,position,100,projected_boundary.cosine,24,6,5,0.8333333333333334,,,0,,,,,,,,,,
primary,position,101,projected_boundary.cosine,24,6,2,0.3333333333333333,,,0,,,,,,,,,,
primary,position,102,projected_boundary.cosine,24,6,5,0.8333333333333334,,,0,,,,,,,,,,
primary,position,103,projected_boundary.cosine,24,6,4,0.6666666666666666,,,0,,,,,,,,,,
