domain,stage,method,proposal_seconds,candidate_branch_simulation_seconds,direct_scoring_seconds,cache_commit_seconds,decode_seconds,adapter_total_seconds,all_invocation_proposal_seconds,all_invocation_candidate_branch_simulation_seconds,all_invocation_direct_scoring_seconds,all_invocation_cache_commit_seconds,all_invocation_decode_seconds,all_invocation_adapter_total_seconds,warmed_total_seconds,designated_candidate_simulations,all_warmup_measured_candidate_simulations,designated_committed_cache_tokens,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,rss_peak_bytes
finance,0,a1_k256,0.18186400005652104,16.218299891406787,0.825775355231599,9.058109756559134,32.30417145896354,32.496954663001816,0.8968608200375456,64.96080778357282,3.3204287509288406,36.342127949217684,129.48023386704153,130.41911580010492,32.52755373205582,1040384,4161536,4096,2454530048,4250927104,4939886592
finance,0,b1_k256,0.26171186298597604,16.210863173168036,0.8178108896536287,9.002043845073786,32.2388732550462,32.51421968496288,1.1349851620470872,64.9054812794493,3.2998184161260724,36.13684862827358,129.19097796409915,130.37005813597352,32.544243230935535,1040384,4161536,4096,2930551296,4250927104,4939886592
finance,0,b1_k16,0.2595674840558786,11.34088942912058,0.7646893500786973,9.025508404913126,27.207419894984923,27.478030980026233,1.040984624036355,45.3723996362678,3.068231765180826,36.07401980791474,108.7435601210309,109.82384477012965,27.50872085802257,65024,260096,4096,2930551296,4250927104,4939886592
finance,0,a1_k16,0.1789686489792075,11.271701246092562,0.7625242303329287,8.96764724989771,27.056936980006867,27.24832635896746,0.7222475099260919,45.186571993341204,3.0578577523119748,35.94324112520553,108.37254351399315,109.13311342903762,27.2784931579954,65024,260096,4096,2276804608,4250927104,4939886592
finance,0,b1_alone,0.13166602501587477,0.0,0.0,0.0,0.0009085749770747498,0.13982009697065223,0.5368373330129543,0.0,0.0,0.0,0.0040232011378975585,0.5708885258936789,0.16417368096881546,0,0,0,2393868288,4250927104,4939886592
finance,64,a1_k256,0.18312396698456723,16.25628829188645,0.8209211490029702,8.93219885857252,32.23659641899576,32.431842582984245,0.912799068086315,65.11823906822246,3.300868178048404,35.84573819306388,129.17608542199014,130.13205465905776,32.46233715800918,1040384,4161536,4096,2454530048,4250927104,4938571776
finance,64,b1_k256,0.26142382199759595,16.274084647593554,0.8303198621142656,8.968201028605108,32.30484049498045,32.581231798030785,1.132689684003708,65.14415548548277,3.3405875971220667,35.921973766817246,129.3502621180087,130.5263877810794,32.612162695018924,1040384,4161536,4096,2930551296,4250927104,4938571776
finance,64,b1_k16,0.2612301359913545,11.299840882144053,0.7714707557897782,8.926232051118859,27.17322107705695,27.444759670019266,1.0535016990470467,45.23077260298305,3.073940690883319,35.70342143418384,108.54212069710775,109.63552351598628,27.475776534018223,65024,260096,4096,2930551296,4250927104,4938571776
finance,64,a1_k16,0.1813042480207514,11.334470679823426,0.7726524351310218,8.999721804604633,27.239466736049508,27.429960773995845,0.7281334561121184,45.9180256697,3.1163752127467887,36.03708974343317,109.77850309119094,110.5464735970454,27.460460023052292,65024,260096,4096,2276804608,4250927104,4938571776
finance,64,b1_alone,0.13500589996692725,0.0,0.0,0.0,0.000948700966546312,0.14372685899434146,0.5546726609318284,0.0,0.0,0.0,0.004113013070309535,0.5904297749948455,0.16948045692697633,0,0,0,2393868288,4250927104,4938571776
